date,food_item,meals_served,temp_c,is_holiday,day_of_week,waste_kg,checkout_price,base_price,emailer_for_promotion,homepage_featured
2023-04-22,Lagman,190.0,23.2,0,Saturday,4.07,33697.0,23524.0,1,1
2023-12-14,Lamb Kebab,257.0,-3.2,0,Thursday,3.39,61111.0,42489.0,0,0
2023-04-15,Burger & Fries,109.0,14.3,0,Saturday,2.42,,25870.0,1,1
2023-04-05,Chicken Tikka,211.0,15.6,0,Wednesday,3.8,42028.0,33417.0,0,0
2023-05-18,Beef Steak,,22.2,0,Thursday,3.69,75222.0,61605.0,0,0
2023-11-10,Plov,102.0,21.5,0,Friday,1.82,31889.0,29360.0,0,0
2023-04-15,Vegetable Stir Fry,123.0,16.9,0,Saturday,3.15,,,0,1
2023-02-26,Seafood Paella,121.0,2.0,0,Sunday,1.42,56085.0,43902.0,0,0
2023-12-02,Shashlik,215.0,-3.8,0,Saturday,3.01,,37063.0,0,0
2023-01-13,Margherita Pizza,238.0,0.0,0,Friday,,35396.0,30676.0,0,0
2023-07-09,Lamb Kebab,239.0,35.0,0,Sunday,6.28,48117.0,42238.0,1,1
2023-06-09,Margherita Pizza,144.0,45.0,0,Friday,3.91,,,0,1
2023-12-20,Tom Yum Soup,96.0,-5.2,0,Wednesday,1.73,35225.0,27386.0,1,0
2023-11-10,Pasta Carbonara,125.0,11.0,0,Friday,,41664.0,33563.0,0,0
2023-10-07,Mushroom Risotto,168.0,16.0,0,Saturday,2.6,39176.0,27088.0,0,0
2023-11-29,Caesar Salad,223.0,,0,Wednesday,4.2,35579.0,32128.0,1,0
2023-06-21,Samsa,296.0,33.5,1,Wednesday,8.4,12750.0,10436.0,0,0
2023-07-14,Seafood Paella,,21.4,0,Friday,2.27,66533.0,44825.0,0,0
2023-06-04,Mushroom Risotto,,,0,Sunday,2.17,41441.0,30324.0,0,0
2023-01-14,Burger & Fries,208.0,5.4,0,Saturday,,32482.0,26493.0,0,1
2023-03-25,Caesar Salad,99.0,,0,Saturday,1.2,,29713.0,0,0
2023-01-07,Chicken Tikka,254.0,-4.7,0,Saturday,3.39,,32114.0,1,1
2023-09-19,Beef Steak,151.0,16.0,0,Tuesday,2.24,64007.0,57158.0,1,0
2023-08-08,Margherita Pizza,,42.9,0,Tuesday,1.9,36877.0,28169.0,0,1
2023-09-28,Beef Steak,95.0,11.1,0,Thursday,1.12,64130.0,59369.0,0,0
2023-10-25,Chicken Tikka,196.0,11.6,0,Wednesday,1.79,39370.0,29726.0,1,0
2023-10-03,Seafood Paella,242.0,9.7,0,Tuesday,3.53,54005.0,,1,0
2023-01-02,Seafood Paella,256.0,-2.9,1,Monday,3.04,60232.0,46836.0,0,0
2023-05-07,Lagman,174.0,20.5,0,Sunday,2.72,31694.0,,0,1
2023-09-01,Samsa,356.0,25.2,1,Friday,10.76,14326.0,10825.0,0,0
2023-02-25,Margherita Pizza,270.0,-6.9,0,Saturday,6.66,34249.0,31565.0,0,0
2023-12-14,Lamb Kebab,103.0,-3.1,0,Thursday,1.0,56952.0,38750.0,0,0
2023-12-04,Fish and Chips,148.0,-7.2,0,Monday,1.66,40152.0,36054.0,1,1
2023-03-01,Manti,87.0,15.3,0,Wednesday,1.22,22018.0,19574.0,0,0
2023-10-11,Margherita Pizza,147.0,13.7,0,Wednesday,1.93,36238.0,28616.0,0,1
2023-05-12,Margherita Pizza,189.0,18.7,0,Friday,2.7,38682.0,,0,0
2023-10-16,Manti,134.0,22.8,0,Monday,3.31,22018.0,18127.0,0,0
2023-02-14,Margherita Pizza,187.0,-3.6,0,Tuesday,2.09,34646.0,,0,0
2023-02-07,Beef Steak,240.0,-0.5,0,Tuesday,5.08,69604.0,54253.0,0,1
2023-06-19,Beef Steak,197.0,38.4,0,Monday,2.83,,54627.0,0,0
2023-08-20,Chicken Tikka,191.0,37.1,0,Sunday,2.74,37258.0,32532.0,0,0
2023-06-24,Tom Yum Soup,196.0,37.3,0,Saturday,3.87,36747.0,27330.0,1,0
2023-08-31,Lagman,,,0,Thursday,2.43,29569.0,20387.0,0,0
2023-01-18,Tom Yum Soup,145.0,,0,Wednesday,1.43,31650.0,26486.0,0,0
2023-06-04,Grilled Chicken,232.0,42.0,1,Sunday,11.03,,,0,0
2023-10-01,Thai Green Curry,190.0,24.7,0,Sunday,5.45,44997.0,28967.0,1,0
2023-07-03,Pasta Carbonara,162.0,39.8,0,Monday,2.46,37588.0,,0,0
2023-11-26,Caesar Salad,153.0,,0,Sunday,,38810.0,29772.0,1,0
2023-11-03,Manti,,17.6,0,Friday,5.05,23388.0,19054.0,0,1
2023-02-20,Beef Steak,236.0,-1.4,0,Monday,3.31,78991.0,,0,0
2023-01-02,Shashlik,,4.2,1,Monday,6.66,43798.0,31731.0,0,0
2023-05-26,Mushroom Risotto,,17.0,0,Friday,2.33,,30256.0,0,0
2023-02-28,Pasta Carbonara,189.0,-4.0,0,Tuesday,1.35,44918.0,31612.0,0,1
2023-05-22,Seafood Paella,116.0,24.5,0,Monday,,65023.0,45987.0,1,1
2023-07-07,Mushroom Risotto,86.0,37.9,0,Friday,1.78,36152.0,29150.0,0,0
2023-10-19,Burger & Fries,143.0,11.9,0,Thursday,2.95,36422.0,28567.0,0,1
2023-01-21,Lamb Kebab,95.0,-12.5,0,Saturday,1.89,47348.0,46065.0,1,1
2023-10-02,Lamb Kebab,189.0,,0,Monday,2.02,62590.0,44691.0,0,0
2023-11-21,Shashlik,169.0,11.7,0,Tuesday,4.54,40240.0,31708.0,0,1
2023-04-10,Samsa,147.0,18.2,0,Monday,,14019.0,,0,0
2023-11-03,Caesar Salad,,,0,Friday,,45561.0,32461.0,1,0
2023-07-21,Grilled Chicken,218.0,30.0,0,Friday,5.45,51878.0,41696.0,0,1
2023-06-04,Shashlik,258.0,34.9,0,Sunday,,51672.0,35389.0,0,0
2023-05-17,Fish and Chips,111.0,22.9,0,Wednesday,,,35247.0,0,0
2023-01-08,Samsa,157.0,,0,Sunday,3.27,14512.0,10243.0,0,1
2023-05-19,Plov,219.0,12.4,0,Friday,2.13,39512.0,,1,0
2023-07-24,Grilled Chicken,154.0,,0,Monday,,43342.0,37932.0,0,1
2023-01-13,Lagman,,-1.9,0,Friday,1.39,29268.0,21700.0,0,0
2023-05-17,Mushroom Risotto,95.0,13.5,0,Wednesday,1.63,41789.0,30662.0,0,1
2023-10-28,Fish and Chips,233.0,11.1,0,Saturday,6.47,49200.0,34924.0,0,1
2023-08-13,Grilled Chicken,192.0,31.5,0,Sunday,5.44,50273.0,34485.0,1,1
2023-02-28,Chicken Tikka,125.0,,0,Tuesday,1.7,38632.0,29379.0,1,0
2023-06-12,Manti,233.0,30.5,0,Monday,3.7,28197.0,18543.0,0,0
2023-08-20,Thai Green Curry,326.0,29.4,0,Sunday,4.71,36766.0,29818.0,0,0
2023-11-14,Beef Steak,165.0,,0,Tuesday,3.37,69437.0,63091.0,0,0
2023-04-25,Tom Yum Soup,113.0,9.6,0,Tuesday,2.69,39920.0,,1,0
2023-08-14,Sushi Set,147.0,35.3,0,Monday,3.27,64768.0,53130.0,0,0
2023-02-03,Thai Green Curry,227.0,,0,Friday,3.15,45771.0,32559.0,0,0
2023-03-12,Caesar Salad,145.0,,0,Sunday,3.42,,32528.0,1,0
2023-08-04,Tom Yum Soup,168.0,29.1,0,Friday,3.48,,,1,1
2023-06-19,Lamb Kebab,102.0,35.7,0,Monday,1.82,,,0,0
2023-10-05,Lagman,173.0,,0,Thursday,,27729.0,21366.0,0,0
2023-08-18,Seafood Paella,171.0,41.9,0,Friday,4.74,53625.0,49093.0,0,1
2023-10-22,Lamb Kebab,154.0,,0,Sunday,2.98,60963.0,45074.0,0,1
2023-04-15,Burger & Fries,141.0,12.2,0,Saturday,3.92,38995.0,26175.0,1,0
2023-12-16,Samsa,129.0,-2.3,0,Saturday,2.52,14947.0,10305.0,1,0
2023-01-29,Beef Steak,280.0,-0.4,0,Sunday,,80445.0,52565.0,0,0
2023-05-23,Sushi Set,220.0,15.9,0,Tuesday,4.46,73288.0,,0,1
2023-07-26,Margherita Pizza,160.0,30.9,0,Wednesday,3.99,36429.0,,0,0
2023-11-05,Shashlik,,3.0,0,Sunday,4.46,46038.0,32583.0,0,0
2023-04-20,Seafood Paella,183.0,23.3,0,Thursday,3.4,53294.0,47701.0,0,1
2023-02-25,Seafood Paella,305.0,-4.0,0,Saturday,5.36,56384.0,46139.0,0,0
2023-10-14,Thai Green Curry,170.0,19.5,0,Saturday,3.53,34783.0,29662.0,0,1
2023-07-11,Lagman,161.0,39.0,0,Tuesday,4.96,29842.0,22029.0,1,0
2023-10-06,Thai Green Curry,247.0,13.2,0,Friday,2.86,43283.0,31487.0,0,0
2023-12-21,Thai Green Curry,194.0,-4.6,0,Thursday,2.71,35592.0,,0,0
2023-08-17,Caesar Salad,191.0,42.5,0,Thursday,6.22,37902.0,27235.0,0,1
2023-03-20,Lamb Kebab,339.0,4.7,1,Monday,,,39410.0,0,1
2023-04-13,Shashlik,103.0,28.5,0,Thursday,1.5,42982.0,35629.0,0,1
2023-12-10,Mushroom Risotto,108.0,4.0,0,Sunday,2.18,35649.0,25432.0,0,0
2023-02-15,Beef Steak,,-0.2,0,Wednesday,2.1,77212.0,59244.0,0,0
2023-01-13,Grilled Chicken,239.0,-0.1,0,Friday,,,40839.0,0,0
2023-08-24,Burger & Fries,156.0,33.0,0,Thursday,,36146.0,30238.0,0,0
2023-12-15,Margherita Pizza,230.0,-3.9,0,Friday,4.22,36462.0,,1,1
2023-05-25,Mushroom Risotto,,23.4,0,Thursday,1.39,,28520.0,0,0
2023-10-20,Plov,90.0,13.9,0,Friday,0.93,31032.0,27732.0,1,1
2023-12-08,Lamb Kebab,173.0,-4.1,0,Friday,3.29,59969.0,40968.0,0,0
2023-04-15,Pasta Carbonara,,,0,Saturday,,43078.0,32135.0,0,0
2023-02-16,Caesar Salad,152.0,1.7,0,Thursday,3.39,40100.0,,0,1
2023-12-27,Pasta Carbonara,200.0,-1.9,0,Wednesday,3.04,42027.0,32610.0,0,0
2023-07-12,Lamb Kebab,140.0,30.1,0,Wednesday,1.24,60899.0,38617.0,0,1
2023-04-03,Seafood Paella,228.0,4.0,0,Monday,4.71,51978.0,42016.0,0,0
2023-03-01,Tom Yum Soup,110.0,23.8,0,Wednesday,,30337.0,,0,1
2023-08-02,Plov,193.0,33.1,0,Wednesday,5.3,39416.0,,0,0
2023-09-16,Sushi Set,91.0,16.6,0,Saturday,1.62,60257.0,49462.0,0,0
2023-02-08,Lagman,140.0,-0.2,0,Wednesday,2.2,33564.0,21624.0,1,0
2023-10-06,Margherita Pizza,100.0,31.3,0,Friday,1.46,36991.0,28349.0,1,0
2023-05-08,Fish and Chips,95.0,22.5,0,Monday,1.85,48478.0,34431.0,0,0
2023-09-27,Pasta Carbonara,85.0,6.3,0,Wednesday,1.01,35746.0,30848.0,0,0
2023-05-11,Lamb Kebab,168.0,,0,Thursday,2.82,59599.0,43988.0,0,0
2023-02-12,Caesar Salad,223.0,-8.9,0,Sunday,3.37,40324.0,30369.0,0,0
2023-02-09,Thai Green Curry,124.0,-1.5,0,Thursday,1.38,34129.0,,0,0
2023-01-12,Caesar Salad,171.0,-0.6,0,Thursday,3.29,35516.0,32842.0,1,0
2023-05-01,Pasta Carbonara,,27.5,0,Monday,5.02,46803.0,31495.0,0,0
2023-01-01,Margherita Pizza,405.0,-4.8,1,Sunday,9.89,34299.0,29694.0,1,0
2023-11-23,Tom Yum Soup,,24.1,0,Thursday,2.15,38076.0,23163.0,1,1
2023-06-22,Shashlik,143.0,,0,Thursday,3.65,47791.0,37032.0,0,0
2023-03-23,Mushroom Risotto,168.0,16.0,1,Thursday,2.61,,30634.0,0,0
2023-04-30,Tom Yum Soup,,12.7,0,Sunday,4.59,,27095.0,0,1
2023-11-03,Fish and Chips,213.0,3.0,0,Friday,3.55,38682.0,30909.0,0,0
2023-07-10,Seafood Paella,221.0,,0,Monday,,52156.0,45834.0,1,0
2023-10-21,Mushroom Risotto,182.0,17.7,0,Saturday,3.76,41450.0,29730.0,0,0
2023-11-17,Burger & Fries,183.0,0.2,0,Friday,5.15,40966.0,28535.0,1,1
2023-01-14,Caesar Salad,,-3.2,0,Saturday,4.39,40331.0,28553.0,1,0
2023-05-05,Samsa,108.0,18.1,0,Friday,1.89,16046.0,10866.0,0,1
2023-02-28,Mushroom Risotto,,-4.6,0,Tuesday,0.74,38144.0,26491.0,1,0
2023-07-12,Vegetable Stir Fry,167.0,30.1,0,Wednesday,4.26,33810.0,21636.0,0,0
2023-03-02,Margherita Pizza,145.0,4.9,0,Thursday,3.52,,28291.0,1,0
2023-10-11,Sushi Set,172.0,25.1,0,Wednesday,,68750.0,47333.0,0,0
2023-09-01,Beef Steak,372.0,9.2,1,Friday,7.91,77873.0,56557.0,1,1
2023-06-24,Seafood Paella,173.0,33.2,0,Saturday,4.12,56895.0,45420.0,0,1
2023-07-05,Margherita Pizza,,24.7,0,Wednesday,1.48,41531.0,28931.0,0,0
2023-08-13,Mushroom Risotto,189.0,38.0,0,Sunday,,34530.0,30648.0,0,0
2023-08-06,Thai Green Curry,158.0,23.0,0,Sunday,3.18,,,0,0
2023-06-25,Plov,,45.0,0,Sunday,8.0,,28476.0,0,0
2023-06-14,Pasta Carbonara,108.0,,0,Wednesday,1.78,36830.0,34953.0,0,0
2023-11-24,Thai Green Curry,147.0,13.6,0,Friday,3.31,41429.0,,0,1
2023-11-08,Lagman,130.0,26.4,0,Wednesday,3.11,27573.0,22814.0,0,1
2023-09-14,Fish and Chips,135.0,12.9,0,Thursday,1.34,48266.0,,0,1
2023-05-08,Seafood Paella,,12.5,0,Monday,3.44,51782.0,48635.0,0,1
2023-01-12,Chicken Tikka,224.0,-0.2,0,Thursday,3.83,48154.0,31906.0,1,1
2023-03-09,Tom Yum Soup,138.0,,0,Thursday,1.07,37136.0,,0,0
2023-07-31,Lamb Kebab,110.0,38.3,0,Monday,,53877.0,38077.0,0,0
2023-05-23,Margherita Pizza,74.0,28.9,0,Tuesday,,35254.0,30818.0,1,1
2023-09-25,Seafood Paella,171.0,8.0,0,Monday,2.73,56525.0,42256.0,0,0
2023-10-19,Sushi Set,166.0,14.6,0,Thursday,2.36,65188.0,54088.0,1,0
2023-05-02,Manti,,,0,Tuesday,2.55,25906.0,19543.0,0,0
2023-07-04,Manti,146.0,,0,Tuesday,3.04,,19746.0,0,0
2023-09-27,Grilled Chicken,,16.4,0,Wednesday,1.16,42965.0,38411.0,0,0
2023-06-13,Chicken Tikka,124.0,40.0,0,Tuesday,,47354.0,33828.0,0,0
2023-03-03,Caesar Salad,186.0,29.0,0,Friday,3.13,44147.0,,0,1
2023-05-15,Tom Yum Soup,194.0,23.8,0,Monday,1.64,37616.0,24143.0,0,0
2023-07-31,Vegetable Stir Fry,,34.1,0,Monday,3.06,27261.0,23164.0,0,0
2023-07-16,Vegetable Stir Fry,197.0,34.2,0,Sunday,,28932.0,24121.0,0,0
2023-08-15,Thai Green Curry,100.0,33.9,0,Tuesday,2.38,42743.0,30168.0,1,0
2023-12-02,Samsa,185.0,3.8,0,Saturday,3.08,16816.0,9221.0,0,0
2023-04-11,Seafood Paella,,17.0,0,Tuesday,1.37,54509.0,,0,0
2023-05-07,Beef Steak,186.0,16.3,1,Sunday,,67341.0,56093.0,0,1
2023-10-09,Caesar Salad,,12.6,0,Monday,1.76,45788.0,,1,0
2023-11-03,Sushi Set,107.0,,0,Friday,1.55,55542.0,48127.0,0,0
2023-12-26,Caesar Salad,257.0,1.9,1,Tuesday,,36587.0,27502.0,0,1
2023-07-15,Shashlik,131.0,31.9,0,Saturday,2.47,41081.0,34153.0,0,0
2023-03-11,Samsa,115.0,19.5,0,Saturday,2.49,14740.0,10663.0,0,0
2023-03-30,Plov,190.0,10.5,0,Thursday,4.26,,25490.0,1,0
2023-06-07,Pasta Carbonara,195.0,39.4,0,Wednesday,3.21,39160.0,30547.0,0,0
2023-03-31,Pasta Carbonara,140.0,20.9,0,Friday,2.23,36691.0,,1,1
2023-03-17,Sushi Set,168.0,23.5,0,Friday,2.59,57980.0,47636.0,0,0
2023-05-31,Samsa,225.0,19.9,0,Wednesday,2.1,13027.0,9900.0,0,0
2023-05-10,Margherita Pizza,,24.0,0,Wednesday,2.72,40902.0,32911.0,0,0
2023-03-11,Samsa,,27.1,0,Saturday,7.64,,10768.0,0,1
2023-06-29,Mushroom Risotto,131.0,29.9,0,Thursday,3.52,38035.0,29996.0,0,1
2023-03-04,Shashlik,324.0,10.3,0,Saturday,,48958.0,,0,1
2023-10-04,Samsa,163.0,12.1,0,Wednesday,2.11,16672.0,9836.0,0,0
2023-01-01,Seafood Paella,335.0,0.3,1,Sunday,10.19,,48739.0,0,1
2023-12-25,Caesar Salad,144.0,-12.5,1,Monday,2.92,36002.0,28087.0,0,0
2023-06-03,Beef Steak,277.0,27.7,0,Saturday,4.46,81308.0,57725.0,0,0
2023-05-25,Sushi Set,89.0,11.6,0,Thursday,1.58,,45569.0,1,0
2023-03-07,Tom Yum Soup,192.0,25.9,0,Tuesday,,36900.0,,0,1
2023-04-14,Pasta Carbonara,185.0,21.7,0,Friday,3.36,41912.0,,1,0
2023-07-29,Grilled Chicken,129.0,27.8,0,Saturday,2.89,55846.0,34269.0,0,0
2023-08-27,Thai Green Curry,256.0,29.5,0,Sunday,3.19,,31946.0,0,0
2023-06-20,Grilled Chicken,81.0,41.9,0,Tuesday,1.93,,40934.0,0,0
2023-03-03,Thai Green Curry,181.0,26.1,0,Friday,4.3,34543.0,29099.0,0,1
2023-07-14,Burger & Fries,158.0,34.2,0,Friday,3.43,37187.0,30070.0,1,1
2023-10-31,Tom Yum Soup,185.0,26.1,0,Tuesday,4.69,32256.0,27150.0,1,0
2023-11-07,Chicken Tikka,249.0,17.5,0,Tuesday,4.96,39645.0,32448.0,0,1
2023-03-13,Mushroom Risotto,,9.6,0,Monday,4.82,33583.0,,1,1
2023-08-30,Mushroom Risotto,155.0,28.7,0,Wednesday,2.68,40214.0,30198.0,0,0
2023-02-06,Lagman,197.0,0.6,0,Monday,4.95,29966.0,22195.0,1,0
2023-01-17,Tom Yum Soup,234.0,1.1,0,Tuesday,4.92,31468.0,23124.0,1,1
2023-04-06,Grilled Chicken,,20.8,0,Thursday,,50054.0,40789.0,0,0
2023-09-05,Thai Green Curry,167.0,14.3,0,Tuesday,3.41,38855.0,29672.0,1,0
2023-10-06,Manti,223.0,6.8,0,Friday,3.95,26350.0,19578.0,0,0
2023-01-08,Beef Steak,189.0,2.5,0,Sunday,2.54,,56072.0,0,0
2023-09-11,Shashlik,,15.5,0,Monday,2.76,48543.0,37637.0,0,0
2023-03-18,Fish and Chips,188.0,12.4,0,Saturday,3.99,48440.0,35011.0,0,0
2023-08-28,Lamb Kebab,,,0,Monday,1.05,49744.0,37917.0,1,0
2023-02-18,Plov,125.0,-3.1,0,Saturday,1.95,39924.0,30425.0,1,1
2023-05-03,Seafood Paella,217.0,16.8,0,Wednesday,,66693.0,44057.0,1,0
2023-06-28,Sushi Set,175.0,37.9,0,Wednesday,,68728.0,51030.0,0,0
2023-12-29,Vegetable Stir Fry,248.0,,0,Friday,4.83,28568.0,22191.0,0,0
2023-09-16,Lagman,231.0,,0,Saturday,2.52,26048.0,19936.0,1,0
2023-02-28,Lagman,227.0,-1.7,0,Tuesday,2.25,31891.0,23924.0,1,0
2023-11-13,Seafood Paella,127.0,7.1,0,Monday,2.63,52199.0,49284.0,1,1
2023-07-07,Pasta Carbonara,71.0,40.3,0,Friday,1.15,,32065.0,0,0
2023-02-18,Fish and Chips,197.0,-4.4,0,Saturday,3.7,39094.0,32031.0,0,0
2023-08-18,Manti,238.0,32.2,0,Friday,,,19368.0,0,1
2023-04-14,Seafood Paella,89.0,12.0,0,Friday,1.14,51238.0,,0,1
2023-09-28,Plov,134.0,14.9,0,Thursday,2.65,34048.0,,0,1
2023-12-03,Fish and Chips,209.0,-6.1,0,Sunday,,48042.0,,0,0
2023-01-25,Caesar Salad,109.0,-15.0,0,Wednesday,1.75,34406.0,28868.0,0,0
2023-03-09,Shashlik,245.0,16.9,0,Thursday,5.08,44425.0,34238.0,1,1
2023-09-04,Caesar Salad,124.0,28.9,0,Monday,,37835.0,29286.0,0,0
2023-04-09,Seafood Paella,310.0,17.5,0,Sunday,6.97,,,1,0
2023-08-16,Chicken Tikka,249.0,33.8,0,Wednesday,6.98,43786.0,,0,0
2023-09-13,Tom Yum Soup,119.0,14.0,0,Wednesday,2.47,38128.0,,0,1
2023-08-09,Fish and Chips,,,0,Wednesday,4.88,40247.0,37295.0,0,0
2023-08-04,Chicken Tikka,178.0,35.7,0,Friday,4.21,,30283.0,1,0
2023-07-03,Beef Steak,83.0,,0,Monday,1.73,69654.0,55004.0,1,0
2023-08-23,Caesar Salad,91.0,36.9,0,Wednesday,2.09,40333.0,32998.0,0,0
2023-04-29,Manti,,10.5,0,Saturday,8.96,23838.0,18985.0,1,0
2023-04-12,Mushroom Risotto,86.0,19.3,0,Wednesday,1.99,35886.0,29721.0,1,0
2023-01-22,Vegetable Stir Fry,,-3.1,0,Sunday,5.52,30015.0,22992.0,1,0
2023-08-20,Shashlik,148.0,34.8,0,Sunday,4.8,43604.0,38178.0,0,1
2023-11-04,Caesar Salad,179.0,26.2,0,Saturday,3.48,39484.0,28741.0,0,0
2023-07-10,Chicken Tikka,107.0,28.2,0,Monday,2.43,38869.0,30997.0,1,0
2023-12-08,Seafood Paella,250.0,-9.6,0,Friday,3.22,52254.0,48540.0,1,1
2023-08-23,Tom Yum Soup,88.0,41.1,0,Wednesday,1.78,39304.0,27077.0,0,0
2023-12-01,Lagman,159.0,-3.0,0,Friday,2.59,31583.0,24171.0,0,1
2023-07-11,Caesar Salad,177.0,21.9,0,Tuesday,3.63,,29380.0,0,0
2023-08-05,Chicken Tikka,,31.9,0,Saturday,4.22,40337.0,31203.0,0,0
2023-02-02,Shashlik,,-3.4,0,Thursday,3.9,40346.0,31737.0,0,0
2023-04-27,Sushi Set,,19.1,0,Thursday,,59391.0,53575.0,0,1
2023-09-14,Caesar Salad,88.0,15.4,0,Thursday,2.19,36759.0,28278.0,1,0
2023-04-04,Beef Steak,166.0,17.3,0,Tuesday,2.52,64405.0,61121.0,0,1
2023-07-20,Mushroom Risotto,156.0,34.9,0,Thursday,3.53,34573.0,28749.0,0,0
2023-08-01,Mushroom Risotto,139.0,39.4,0,Tuesday,2.52,39883.0,28129.0,1,0
2023-11-10,Plov,86.0,15.3,0,Friday,,29940.0,29639.0,0,0
2023-09-11,Tom Yum Soup,133.0,15.8,0,Monday,2.99,33111.0,27067.0,0,1
2023-02-26,Burger & Fries,,,0,Sunday,2.86,,,0,0
2023-01-14,Beef Steak,140.0,-0.3,0,Saturday,2.24,82257.0,61525.0,0,0
2023-03-20,Samsa,321.0,16.2,1,Monday,11.89,13109.0,10553.0,0,1
2023-01-04,Tom Yum Soup,147.0,3.7,0,Wednesday,,29960.0,23204.0,0,0
2023-07-05,Tom Yum Soup,176.0,35.3,0,Wednesday,5.34,38426.0,25440.0,1,0
2023-09-27,Sushi Set,79.0,28.1,0,Wednesday,0.92,,46457.0,0,0
2023-10-11,Thai Green Curry,221.0,,0,Wednesday,,35202.0,31306.0,1,0
2023-06-30,Fish and Chips,142.0,38.5,0,Friday,1.35,38757.0,31469.0,0,0
2023-10-06,Manti,223.0,6.8,0,Friday,3.95,26350.0,19578.0,0,0
2023-03-07,Caesar Salad,172.0,20.5,0,Tuesday,1.77,39478.0,28310.0,1,0
2023-10-08,Shashlik,179.0,11.3,0,Sunday,3.74,,34541.0,1,0
2023-11-12,Lamb Kebab,332.0,19.0,0,Sunday,4.29,57389.0,41250.0,0,0
2023-12-11,Mushroom Risotto,132.0,4.9,0,Monday,1.37,41515.0,,0,0
2023-05-02,Grilled Chicken,170.0,11.9,0,Tuesday,2.15,44506.0,40931.0,0,0
2023-11-27,Caesar Salad,,19.9,0,Monday,2.25,40758.0,27973.0,1,0
2023-06-27,Pasta Carbonara,,29.7,0,Tuesday,1.53,41130.0,30644.0,0,0
2023-05-07,Fish and Chips,250.0,16.5,0,Sunday,,,32751.0,0,0
2023-04-17,Grilled Chicken,218.0,18.5,0,Monday,,49587.0,36790.0,1,0
2023-07-25,Sushi Set,95.0,,0,Tuesday,2.1,,46325.0,1,1
2023-01-03,Beef Steak,198.0,-6.2,1,Tuesday,1.62,75327.0,60423.0,1,0
2023-06-06,Manti,141.0,32.9,0,Tuesday,1.61,,18192.0,0,0
2023-09-20,Grilled Chicken,125.0,20.1,0,Wednesday,,43922.0,38335.0,1,0
2023-02-18,Grilled Chicken,192.0,3.6,0,Saturday,3.48,55582.0,38340.0,0,0
2023-12-11,Caesar Salad,73.0,,0,Monday,0.93,44330.0,29930.0,0,0
2023-05-09,Samsa,221.0,20.4,0,Tuesday,3.84,17063.0,,1,1
2023-06-12,Caesar Salad,209.0,40.2,0,Monday,4.84,40067.0,27462.0,0,1
2023-01-07,Beef Steak,,-8.1,0,Saturday,1.24,80616.0,52553.0,0,0
2023-08-15,Beef Steak,239.0,34.4,0,Tuesday,2.24,82850.0,60572.0,0,0
2023-04-16,Plov,,18.1,0,Sunday,1.7,34002.0,30416.0,1,0
2023-02-07,Sushi Set,125.0,,0,Tuesday,1.22,61633.0,52809.0,0,1
2023-07-25,Plov,139.0,39.0,0,Tuesday,5.32,29893.0,27007.0,1,1
2023-12-03,Fish and Chips,190.0,4.6,0,Sunday,3.39,,32104.0,1,0
2023-10-17,Mushroom Risotto,299.0,15.0,1,Tuesday,8.34,,26877.0,0,0
2023-10-24,Seafood Paella,,10.1,1,Tuesday,,56804.0,48835.0,1,0
2023-01-13,Lagman,,-1.1,0,Friday,2.98,,20797.0,0,0
2023-03-07,Caesar Salad,134.0,12.9,0,Tuesday,2.65,38172.0,31577.0,0,1
2023-01-13,Seafood Paella,,-3.6,0,Friday,1.46,51909.0,46492.0,0,0
2023-02-27,Fish and Chips,102.0,-8.9,0,Monday,0.81,41319.0,32134.0,0,1
2023-02-28,Margherita Pizza,,3.4,0,Tuesday,4.35,41884.0,31393.0,0,0
2023-10-28,Seafood Paella,174.0,6.8,0,Saturday,1.89,58543.0,40652.0,1,0
2023-09-30,Caesar Salad,176.0,3.3,0,Saturday,3.17,,31557.0,1,0
2023-08-08,Manti,90.0,38.8,0,Tuesday,1.53,23436.0,18225.0,1,0
2023-01-05,Lamb Kebab,189.0,-5.1,0,Thursday,3.26,62180.0,,0,0
2023-08-23,Fish and Chips,189.0,34.8,0,Wednesday,3.07,47431.0,35149.0,0,0
2023-06-09,Mushroom Risotto,170.0,34.1,0,Friday,5.06,33336.0,28082.0,0,1
2023-04-20,Pasta Carbonara,,19.3,0,Thursday,,37043.0,31147.0,1,1
2023-11-19,Beef Steak,135.0,17.0,0,Sunday,2.82,75120.0,60087.0,1,1
2023-12-04,Fish and Chips,,,0,Monday,3.69,43952.0,33165.0,0,0
2023-10-25,Chicken Tikka,,9.0,0,Wednesday,3.98,40552.0,34341.0,1,0
2023-07-09,Caesar Salad,166.0,33.5,0,Sunday,3.3,,32405.0,0,0
2023-04-21,Samsa,229.0,19.8,0,Friday,2.07,14558.0,10987.0,0,0
2023-01-04,Fish and Chips,146.0,,0,Wednesday,1.98,47581.0,35245.0,0,1
2023-03-04,Lagman,198.0,21.2,0,Saturday,3.32,,21622.0,0,0
2023-02-12,Grilled Chicken,,-3.7,1,Sunday,12.36,43191.0,38333.0,0,0
2023-05-31,Shashlik,171.0,17.9,0,Wednesday,3.93,45807.0,33228.0,1,0
2023-09-07,Shashlik,185.0,7.9,0,Thursday,4.15,40555.0,33370.0,0,0
2023-03-13,Lamb Kebab,132.0,31.5,0,Monday,2.88,,44356.0,1,0
