meals_served,temp_c,is_holiday,waste_kg,checkout_price,base_price,emailer_for_promotion,homepage_featured,price_ratio,month,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,food_item_encoded
150.0,17.6,0,3.42,40243.0,30676.0,1,0,1.311872473594993,3,0,0,1,0,0,0,0,13
126.0,12.3,0,2.35,41148.0,34103.0,1,0,1.2065800662698296,11,0,0,0,0,0,0,1,3
230.0,-1.3,0,2.82,55633.0,43357.0,0,1,1.2831376709643194,2,0,0,0,0,0,0,1,7
192.0,-8.6,0,2.29,25705.0,30676.0,0,0,0.8379514930238623,1,0,0,0,0,1,0,0,8
128.0,35.0,0,2.65,39963.0,26301.0,0,0,1.519447929736512,7,0,0,0,0,1,0,0,10
95.0,-2.9,0,1.76,39490.0,30676.0,1,0,1.2873255965575694,2,0,0,0,0,0,1,0,1
155.0,23.9,0,2.21,61293.0,43250.0,0,0,1.417179190751445,9,0,0,0,0,1,0,0,14
107.0,14.4,0,1.87,27268.0,20731.0,1,0,1.3153248757898799,10,1,0,0,0,0,0,0,6
252.0,21.1,0,3.86,40243.0,36270.0,0,0,1.109539564378274,5,0,1,0,0,0,0,0,15
125.0,4.8,0,1.13,40715.0,32087.0,0,0,1.2688939445881509,10,1,0,0,0,0,0,0,11
171.5,16.6,0,2.82,39727.0,31604.0,0,0,1.2570244272876852,5,0,0,0,0,0,1,0,11
73.0,21.8,0,1.06,45439.0,30952.0,0,1,1.4680472990436806,5,1,0,0,0,0,0,0,4
99.0,26.2,0,1.78,40243.0,34607.0,1,0,1.1628572254168232,7,0,0,0,0,0,0,1,15
118.0,15.4,0,1.73,40199.0,28350.0,0,0,1.4179541446208113,11,0,0,0,1,0,0,0,9
171.5,14.4,0,2.47,43432.0,28810.0,0,0,1.5075321069073238,11,0,0,0,0,1,0,0,1
179.0,7.4,0,3.86,33341.0,29437.0,0,0,1.1326222101436967,9,0,0,0,0,0,0,1,1
213.0,0.9,0,2.83,80706.0,30676.0,0,0,2.630916677532925,12,0,0,0,0,0,1,0,0
156.0,31.1,0,3.84,45019.0,31995.0,1,0,1.4070636036880764,8,0,0,0,0,0,0,1,11
187.0,3.9,0,2.35,40347.0,34129.0,0,1,1.1821910984792992,1,0,0,0,0,0,1,0,3
118.0,35.4,0,3.67,25590.0,21009.0,0,0,1.21804940739683,8,0,0,1,0,0,0,0,6
180.0,42.2,0,1.99,40243.0,22356.0,0,1,1.8000984075863302,6,0,0,0,0,1,0,0,19
171.5,34.5,0,8.6,46052.0,30676.0,0,1,1.5012387534228713,6,0,0,0,1,0,0,0,11
140.0,16.6,0,2.82,40243.0,31432.0,1,0,1.2803194196996692,6,0,0,0,0,1,0,0,2
179.0,37.7,0,3.3,52355.0,30676.0,0,0,1.7067088277480766,6,0,0,0,0,0,0,1,14
187.0,16.6,0,4.13,53561.0,43721.0,0,1,1.2250634706433978,3,0,0,0,0,0,1,0,7
92.0,22.4,0,1.54,16921.0,9120.0,0,0,1.855372807017544,4,0,0,0,0,1,0,0,13
255.0,11.8,0,5.77,37565.0,29930.0,0,1,1.2550952221850986,10,0,0,0,0,1,0,0,1
267.0,22.2,1,7.75,40243.0,30676.0,0,0,1.311872473594993,5,0,0,0,0,0,0,1,3
162.0,24.9,0,2.33,43284.0,27684.0,0,0,1.5635023840485478,10,0,0,0,0,0,0,1,10
334.0,0.9,0,2.82,60516.0,40809.0,0,0,1.4829081820186722,2,0,0,1,0,0,0,0,14
150.0,10.9,0,2.79,38008.0,31396.0,0,0,1.210600076442859,10,0,0,0,0,0,1,0,2
165.0,9.7,0,2.41,45808.0,38227.0,1,0,1.1983153268632118,5,0,1,0,0,0,0,0,15
199.0,3.8,0,4.42,40243.0,19165.0,1,1,2.09981737542395,2,0,0,0,0,1,0,0,8
171.5,15.2,0,5.56,27805.0,20920.0,0,0,1.3291108986615678,11,0,0,1,0,0,0,0,6
119.0,7.3,0,1.98,34121.0,23426.0,0,1,1.4565440109280288,11,0,0,0,0,1,0,0,19
127.0,6.0,0,2.82,27212.0,20030.0,0,0,1.3585621567648527,10,1,0,0,0,0,0,0,6
218.0,16.2,0,3.16,47455.0,30347.0,0,0,1.5637460045474016,4,0,0,0,0,1,0,0,11
302.0,16.6,0,4.22,42086.0,30676.0,0,0,1.371952014604251,10,0,0,0,1,0,0,0,3
85.0,17.1,0,1.01,73093.0,55489.0,0,1,1.3172520679774369,5,0,0,0,0,1,0,0,0
231.0,16.6,0,4.93,40243.0,28386.0,1,0,1.4177059113647572,6,1,0,0,0,0,0,0,12
153.0,4.5,0,3.46,45306.0,38422.0,0,0,1.1791681848940712,1,0,0,0,0,0,1,0,5
303.0,-8.6,0,7.28,40243.0,22157.0,0,0,1.8162657399467437,2,0,0,0,1,0,0,0,19
171.5,15.1,0,2.57,41791.0,36304.0,1,0,1.1511403702071397,10,0,0,0,1,0,0,0,4
146.0,13.7,0,3.05,68968.0,47524.0,1,0,1.4512246443902028,4,1,0,0,0,0,0,0,14
177.0,9.8,0,4.14,47993.0,33400.0,1,0,1.4369161676646707,10,0,0,0,0,0,1,0,15
282.0,13.6,0,7.51,43917.0,28920.0,0,0,1.5185684647302904,9,0,0,1,0,0,0,0,17
125.0,2.3,0,1.2,40243.0,19593.0,0,1,2.053947838513755,2,0,0,0,0,0,1,0,8
250.0,19.4,0,2.82,35665.0,26519.0,0,0,1.3448847995776614,5,0,0,0,0,0,0,1,18
109.0,22.5,0,1.89,40243.0,33762.0,0,0,1.1919613766956934,4,0,1,0,0,0,0,0,4
177.0,15.4,0,2.82,40243.0,32134.0,0,1,1.252349536316674,4,0,0,0,0,0,0,1,4
174.0,26.9,0,2.36,28231.0,17084.0,0,0,1.6524818543666588,6,0,0,0,0,1,0,0,8
134.0,16.6,0,3.42,38523.0,30585.0,0,1,1.2595389897008338,7,0,0,0,0,1,0,0,12
171.5,-12.3,0,2.46,51048.0,31981.0,0,0,1.5961977424095557,1,0,0,1,0,0,0,0,15
216.0,14.5,0,4.82,34582.0,30622.0,0,0,1.129318790412122,5,0,0,1,0,0,0,0,17
172.0,29.3,0,3.25,52959.0,30676.0,0,1,1.7263984874168732,4,0,0,0,0,0,0,1,7
190.0,23.2,0,4.07,33697.0,23524.0,1,1,1.4324519639517088,4,0,0,1,0,0,0,0,6
257.0,-3.2,0,3.39,61111.0,42489.0,0,0,1.438278142578079,12,0,0,0,0,1,0,0,7
109.0,14.3,0,2.42,40243.0,25870.0,1,1,1.555585620409741,4,0,0,1,0,0,0,0,1
211.0,15.6,0,3.8,42028.0,33417.0,0,0,1.2576832151300237,4,0,0,0,0,0,0,1,3
171.5,22.2,0,3.69,75222.0,61605.0,0,0,1.2210372534696858,5,0,0,0,0,1,0,0,0
102.0,21.5,0,1.82,31889.0,29360.0,0,0,1.0861376021798366,11,1,0,0,0,0,0,0,12
123.0,16.9,0,3.15,40243.0,30676.0,0,1,1.311872473594993,4,0,0,1,0,0,0,0,19
121.0,2.0,0,1.42,56085.0,43902.0,0,0,1.2775044417110837,2,0,0,0,1,0,0,0,14
215.0,-3.8,0,3.01,40243.0,37063.0,0,0,1.085799854302134,12,0,0,1,0,0,0,0,15
238.0,0.0,0,2.82,35396.0,30676.0,0,0,1.1538662146303298,1,1,0,0,0,0,0,0,9
239.0,35.0,0,6.28,48117.0,42238.0,1,1,1.1391874615275344,7,0,0,0,1,0,0,0,7
144.0,45.0,0,3.91,40243.0,30676.0,0,1,1.311872473594993,6,1,0,0,0,0,0,0,9
96.0,-5.2,0,1.73,35225.0,27386.0,1,0,1.2862411451106406,12,0,0,0,0,0,0,1,18
125.0,11.0,0,2.82,41664.0,33563.0,0,0,1.2413669814974824,11,1,0,0,0,0,0,0,11
168.0,16.0,0,2.6,39176.0,27088.0,0,0,1.4462492616656821,10,0,0,1,0,0,0,0,10
223.0,16.6,0,4.2,35579.0,32128.0,1,0,1.107414093625498,11,0,0,0,0,0,0,1,2
296.0,33.5,1,8.4,12750.0,10436.0,0,0,1.221732464545803,6,0,0,0,0,0,0,1,13
171.5,21.4,0,2.27,66533.0,44825.0,0,0,1.4842833240379252,7,1,0,0,0,0,0,0,14
171.5,16.6,0,2.17,41441.0,30324.0,0,0,1.3666073077430418,6,0,0,0,1,0,0,0,10
208.0,5.4,0,2.82,32482.0,26493.0,0,1,1.226059713886687,1,0,0,1,0,0,0,0,1
99.0,16.6,0,1.2,40243.0,29713.0,0,0,1.3543903341971528,3,0,0,1,0,0,0,0,2
254.0,-4.7,0,3.39,40243.0,32114.0,1,1,1.2531294762408918,1,0,0,1,0,0,0,0,3
151.0,16.0,0,2.24,64007.0,57158.0,1,0,1.119825746177263,9,0,0,0,0,0,1,0,0
171.5,42.9,0,1.9,36877.0,28169.0,0,1,1.3091341545670774,8,0,0,0,0,0,1,0,9
95.0,11.1,0,1.12,64130.0,59369.0,0,0,1.080193366908656,9,0,0,0,0,1,0,0,0
196.0,11.6,0,1.79,39370.0,29726.0,1,0,1.324429792101191,10,0,0,0,0,0,0,1,3
242.0,9.7,0,3.53,54005.0,30676.0,1,0,1.76049680532012,10,0,0,0,0,0,1,0,14
256.0,-2.9,1,3.04,60232.0,46836.0,0,0,1.2860193013920915,1,0,1,0,0,0,0,0,14
174.0,20.5,0,2.72,31694.0,30676.0,0,1,1.0331855522232365,5,0,0,0,1,0,0,0,6
356.0,25.2,1,10.76,14326.0,10825.0,0,0,1.323418013856813,9,1,0,0,0,0,0,0,13
270.0,-6.9,0,6.66,34249.0,31565.0,0,0,1.0850308886424838,2,0,0,1,0,0,0,0,9
103.0,-3.1,0,1.0,56952.0,38750.0,0,0,1.4697290322580645,12,0,0,0,0,1,0,0,7
148.0,-7.2,0,1.66,40152.0,36054.0,1,1,1.1136628390747212,12,0,1,0,0,0,0,0,4
87.0,15.3,0,1.22,22018.0,19574.0,0,0,1.124859507509962,3,0,0,0,0,0,0,1,8
147.0,13.7,0,1.93,36238.0,28616.0,0,1,1.2663544870002796,10,0,0,0,0,0,0,1,9
189.0,18.7,0,2.7,38682.0,30676.0,0,0,1.2609857869344112,5,1,0,0,0,0,0,0,9
134.0,22.8,0,3.31,22018.0,18127.0,0,0,1.2146521763115794,10,0,1,0,0,0,0,0,8
187.0,-3.6,0,2.09,34646.0,30676.0,0,0,1.1294171339157648,2,0,0,0,0,0,1,0,9
240.0,-0.5,0,5.08,69604.0,54253.0,0,1,1.2829520948150333,2,0,0,0,0,0,1,0,0
197.0,38.4,0,2.83,40243.0,54627.0,0,0,0.7366869862888316,6,0,1,0,0,0,0,0,0
191.0,37.1,0,2.74,37258.0,32532.0,0,0,1.1452723472273454,8,0,0,0,1,0,0,0,3
196.0,37.3,0,3.87,36747.0,27330.0,1,0,1.3445664105378705,6,0,0,1,0,0,0,0,18
171.5,16.6,0,2.43,29569.0,20387.0,0,0,1.45038504929612,8,0,0,0,0,1,0,0,6
145.0,16.6,0,1.43,31650.0,26486.0,0,0,1.1949709280374536,1,0,0,0,0,0,0,1,18
232.0,42.0,1,11.03,40243.0,30676.0,0,0,1.311872473594993,6,0,0,0,1,0,0,0,5
190.0,24.7,0,5.45,44997.0,28967.0,1,0,1.553388338454103,10,0,0,0,1,0,0,0,17
162.0,39.8,0,2.46,37588.0,30676.0,0,0,1.2253227278654322,7,0,1,0,0,0,0,0,11
153.0,16.6,0,2.82,38810.0,29772.0,1,0,1.3035738277576245,11,0,0,0,1,0,0,0,2
171.5,17.6,0,5.05,23388.0,19054.0,0,1,1.227458801301564,11,1,0,0,0,0,0,0,8
236.0,-1.4,0,3.31,78991.0,30676.0,0,0,2.575009779632286,2,0,1,0,0,0,0,0,0
171.5,4.2,1,6.66,43798.0,31731.0,0,0,1.380290567583751,1,0,1,0,0,0,0,0,15
171.5,17.0,0,2.33,40243.0,30256.0,0,0,1.3300832892649392,5,1,0,0,0,0,0,0,10
189.0,-4.0,0,1.35,44918.0,31612.0,0,1,1.420916107807162,2,0,0,0,0,0,1,0,11
116.0,24.5,0,2.82,65023.0,45987.0,1,1,1.413943070867854,5,0,1,0,0,0,0,0,14
86.0,37.9,0,1.78,36152.0,29150.0,0,0,1.240205831903945,7,1,0,0,0,0,0,0,10
143.0,11.9,0,2.95,36422.0,28567.0,0,1,1.274967619981097,10,0,0,0,0,1,0,0,1
95.0,-12.5,0,1.89,47348.0,46065.0,1,1,1.027851948333876,1,0,0,1,0,0,0,0,7
189.0,16.6,0,2.02,62590.0,44691.0,0,0,1.4005056946588799,10,0,1,0,0,0,0,0,7
169.0,11.7,0,4.54,40240.0,31708.0,0,1,1.2690803582692065,11,0,0,0,0,0,1,0,15
147.0,18.2,0,2.82,14019.0,30676.0,0,0,0.4570022167166515,4,0,1,0,0,0,0,0,13
171.5,16.6,0,2.82,45561.0,32461.0,1,0,1.4035611965127384,11,1,0,0,0,0,0,0,2
218.0,30.0,0,5.45,51878.0,41696.0,0,1,1.2441960859554873,7,1,0,0,0,0,0,0,5
258.0,34.9,0,2.82,51672.0,35389.0,0,0,1.4601147249145214,6,0,0,0,1,0,0,0,15
111.0,22.9,0,2.82,40243.0,35247.0,0,0,1.1417425596504667,5,0,0,0,0,0,0,1,4
157.0,16.6,0,3.27,14512.0,10243.0,0,1,1.4167724299521625,1,0,0,0,1,0,0,0,13
219.0,12.4,0,2.13,39512.0,30676.0,1,0,1.2880427695918633,5,1,0,0,0,0,0,0,12
154.0,16.6,0,2.82,43342.0,37932.0,0,1,1.1426236423072866,7,0,1,0,0,0,0,0,5
171.5,-1.9,0,1.39,29268.0,21700.0,0,0,1.3487557603686635,1,1,0,0,0,0,0,0,6
95.0,13.5,0,1.63,41789.0,30662.0,0,1,1.3628921792446678,5,0,0,0,0,0,0,1,10
233.0,11.1,0,6.47,49200.0,34924.0,0,1,1.4087733363875845,10,0,0,1,0,0,0,0,4
192.0,31.5,0,5.44,50273.0,34485.0,1,1,1.457822241554299,8,0,0,0,1,0,0,0,5
125.0,16.6,0,1.7,38632.0,29379.0,1,0,1.3149528574832363,2,0,0,0,0,0,1,0,3
233.0,30.5,0,3.7,28197.0,18543.0,0,0,1.520627730140754,6,0,1,0,0,0,0,0,8
326.0,29.4,0,4.71,36766.0,29818.0,0,0,1.2330136159366825,8,0,0,0,1,0,0,0,17
165.0,16.6,0,3.37,69437.0,63091.0,0,0,1.1005848694742515,11,0,0,0,0,0,1,0,0
113.0,9.6,0,2.69,39920.0,30676.0,1,0,1.3013430695005868,4,0,0,0,0,0,1,0,18
147.0,35.3,0,3.27,64768.0,53130.0,0,0,1.2190476190476192,8,0,1,0,0,0,0,0,16
227.0,16.6,0,3.15,45771.0,32559.0,0,0,1.4057864185017968,2,1,0,0,0,0,0,0,17
145.0,16.6,0,3.42,40243.0,32528.0,1,0,1.2371802754549925,3,0,0,0,1,0,0,0,2
168.0,29.1,0,3.48,40243.0,30676.0,1,1,1.311872473594993,8,1,0,0,0,0,0,0,18
102.0,35.7,0,1.82,40243.0,30676.0,0,0,1.311872473594993,6,0,1,0,0,0,0,0,7
173.0,16.6,0,2.82,27729.0,21366.0,0,0,1.2978096040438079,10,0,0,0,0,1,0,0,6
171.0,41.9,0,4.74,53625.0,49093.0,0,1,1.0923145866009412,8,1,0,0,0,0,0,0,14
154.0,16.6,0,2.98,60963.0,45074.0,0,1,1.352509207081688,10,0,0,0,1,0,0,0,7
141.0,12.2,0,3.92,38995.0,26175.0,1,0,1.489780324737345,4,0,0,1,0,0,0,0,1
129.0,-2.3,0,2.52,14947.0,10305.0,1,0,1.4504609412906355,12,0,0,1,0,0,0,0,13
280.0,-0.4,0,2.82,80445.0,52565.0,0,0,1.5303909445448491,1,0,0,0,1,0,0,0,0
220.0,15.9,0,4.46,73288.0,30676.0,0,1,2.3890989698787326,5,0,0,0,0,0,1,0,16
160.0,30.9,0,3.99,36429.0,30676.0,0,0,1.1875407484678575,7,0,0,0,0,0,0,1,9
171.5,3.0,0,4.46,46038.0,32583.0,0,0,1.412945400975969,11,0,0,0,1,0,0,0,15
183.0,23.3,0,3.4,53294.0,47701.0,0,1,1.117251210666443,4,0,0,0,0,1,0,0,14
305.0,-4.0,0,5.36,56384.0,46139.0,0,0,1.2220464249333536,2,0,0,1,0,0,0,0,14
170.0,19.5,0,3.53,34783.0,29662.0,0,1,1.172645135189805,10,0,0,1,0,0,0,0,17
161.0,39.0,0,4.96,29842.0,22029.0,1,0,1.3546688456126015,7,0,0,0,0,0,1,0,6
247.0,13.2,0,2.86,43283.0,31487.0,0,0,1.3746308000127037,10,1,0,0,0,0,0,0,17
194.0,-4.6,0,2.71,35592.0,30676.0,0,0,1.1602555743904028,12,0,0,0,0,1,0,0,17
191.0,42.5,0,6.22,37902.0,27235.0,0,1,1.3916651367725354,8,0,0,0,0,1,0,0,2
339.0,4.7,1,2.82,40243.0,39410.0,0,1,1.0211367673179397,3,0,1,0,0,0,0,0,7
103.0,28.5,0,1.5,42982.0,35629.0,0,1,1.2063768278649414,4,0,0,0,0,1,0,0,15
108.0,4.0,0,2.18,35649.0,25432.0,0,0,1.4017379679144386,12,0,0,0,1,0,0,0,10
171.5,-0.2,0,2.1,77212.0,59244.0,0,0,1.3032880966848963,2,0,0,0,0,0,0,1,0
239.0,-0.1,0,2.82,40243.0,40839.0,0,0,0.9854061069076128,1,1,0,0,0,0,0,0,5
156.0,33.0,0,2.82,36146.0,30238.0,0,0,1.1953832925458032,8,0,0,0,0,1,0,0,1
230.0,-3.9,0,4.22,36462.0,30676.0,1,1,1.1886165080192985,12,1,0,0,0,0,0,0,9
171.5,23.4,0,1.39,40243.0,28520.0,0,0,1.4110448807854137,5,0,0,0,0,1,0,0,10
90.0,13.9,0,0.93,31032.0,27732.0,1,1,1.1189961055819992,10,1,0,0,0,0,0,0,12
173.0,-4.1,0,3.29,59969.0,40968.0,0,0,1.4638010154266745,12,1,0,0,0,0,0,0,7
171.5,16.6,0,2.82,43078.0,32135.0,0,0,1.340532130076241,4,0,0,1,0,0,0,0,11
152.0,1.7,0,3.39,40100.0,30676.0,0,1,1.3072108488720824,2,0,0,0,0,1,0,0,2
200.0,-1.9,0,3.04,42027.0,32610.0,0,0,1.2887764489420424,12,0,0,0,0,0,0,1,11
140.0,30.1,0,1.24,60899.0,38617.0,0,1,1.5769997669420204,7,0,0,0,0,0,0,1,7
228.0,4.0,0,4.71,51978.0,42016.0,0,0,1.2371001523229246,4,0,1,0,0,0,0,0,14
110.0,23.8,0,2.82,30337.0,30676.0,0,1,0.9889490155170165,3,0,0,0,0,0,0,1,18
193.0,33.1,0,5.3,39416.0,30676.0,0,0,1.284913287260399,8,0,0,0,0,0,0,1,12
91.0,16.6,0,1.62,60257.0,49462.0,0,0,1.21824835227043,9,0,0,1,0,0,0,0,16
140.0,-0.2,0,2.2,33564.0,21624.0,1,0,1.5521642619311875,2,0,0,0,0,0,0,1,6
100.0,31.3,0,1.46,36991.0,28349.0,1,0,1.3048432043458322,10,1,0,0,0,0,0,0,9
95.0,22.5,0,1.85,48478.0,34431.0,0,0,1.407975371031919,5,0,1,0,0,0,0,0,4
85.0,6.3,0,1.01,35746.0,30848.0,0,0,1.1587785269709543,9,0,0,0,0,0,0,1,11
168.0,16.6,0,2.82,59599.0,43988.0,0,0,1.3548922433390924,5,0,0,0,0,1,0,0,7
223.0,-8.9,0,3.37,40324.0,30369.0,0,0,1.3278013764035694,2,0,0,0,1,0,0,0,2
124.0,-1.5,0,1.38,34129.0,30676.0,0,0,1.112563567609858,2,0,0,0,0,1,0,0,17
171.0,-0.6,0,3.29,35516.0,32842.0,1,0,1.0814201327568358,1,0,0,0,0,1,0,0,2
171.5,27.5,0,5.02,46803.0,31495.0,0,0,1.486045404032386,5,0,1,0,0,0,0,0,11
405.0,-4.8,1,9.89,34299.0,29694.0,1,0,1.1550818347140837,1,0,0,0,1,0,0,0,9
171.5,24.1,0,2.15,38076.0,23163.0,1,1,1.6438285196218105,11,0,0,0,0,1,0,0,18
143.0,16.6,0,3.65,47791.0,37032.0,0,0,1.2905325124216893,6,0,0,0,0,1,0,0,15
168.0,16.0,1,2.61,40243.0,30634.0,0,0,1.3136710844160084,3,0,0,0,0,1,0,0,10
171.5,12.7,0,4.59,40243.0,27095.0,0,1,1.48525558221074,4,0,0,0,1,0,0,0,18
213.0,3.0,0,3.55,38682.0,30909.0,0,0,1.25148015141221,11,1,0,0,0,0,0,0,4
221.0,16.6,0,2.82,52156.0,45834.0,1,0,1.1379325391630668,7,0,1,0,0,0,0,0,14
182.0,17.7,0,3.76,41450.0,29730.0,0,0,1.3942145980491087,10,0,0,1,0,0,0,0,10
183.0,0.2,0,5.15,40966.0,28535.0,1,1,1.4356404415629929,11,1,0,0,0,0,0,0,1
171.5,-3.2,0,4.39,40331.0,28553.0,1,0,1.4124960599586733,1,0,0,1,0,0,0,0,2
108.0,18.1,0,1.89,16046.0,10866.0,0,1,1.4767163629670532,5,1,0,0,0,0,0,0,13
171.5,-4.6,0,0.74,38144.0,26491.0,1,0,1.4398852440451475,2,0,0,0,0,0,1,0,10
167.0,30.1,0,4.26,33810.0,21636.0,0,0,1.5626733222407099,7,0,0,0,0,0,0,1,19
145.0,4.9,0,3.52,40243.0,28291.0,1,0,1.422466508783712,3,0,0,0,0,1,0,0,9
172.0,25.1,0,2.82,68750.0,47333.0,0,0,1.4524750174297003,10,0,0,0,0,0,0,1,16
372.0,9.2,1,7.91,77873.0,56557.0,1,1,1.3768941068302774,9,1,0,0,0,0,0,0,0
173.0,33.2,0,4.12,56895.0,45420.0,0,1,1.2526420079260239,6,0,0,1,0,0,0,0,14
171.5,24.7,0,1.48,41531.0,28931.0,0,0,1.435518993467215,7,0,0,0,0,0,0,1,9
189.0,38.0,0,2.82,34530.0,30648.0,0,0,1.1266640563821457,8,0,0,0,1,0,0,0,10
158.0,23.0,0,3.18,40243.0,30676.0,0,0,1.311872473594993,8,0,0,0,1,0,0,0,17
171.5,45.0,0,8.0,40243.0,28476.0,0,0,1.4132251720747295,6,0,0,0,1,0,0,0,12
108.0,16.6,0,1.78,36830.0,34953.0,0,0,1.0537006837753555,6,0,0,0,0,0,0,1,11
147.0,13.6,0,3.31,41429.0,30676.0,0,1,1.350534619898292,11,1,0,0,0,0,0,0,17
130.0,26.4,0,3.11,27573.0,22814.0,0,1,1.2085999824669063,11,0,0,0,0,0,0,1,6
135.0,12.9,0,1.34,48266.0,30676.0,0,1,1.5734124396922675,9,0,0,0,0,1,0,0,4
171.5,12.5,0,3.44,51782.0,48635.0,0,1,1.0647064870977692,5,0,1,0,0,0,0,0,14
224.0,-0.2,0,3.83,48154.0,31906.0,1,1,1.5092459098602145,1,0,0,0,0,1,0,0,3
138.0,16.6,0,1.07,37136.0,30676.0,0,0,1.210588081888121,3,0,0,0,0,1,0,0,18
110.0,38.3,0,2.82,53877.0,38077.0,0,0,1.4149486566693805,7,0,1,0,0,0,0,0,7
74.0,28.9,0,2.82,35254.0,30818.0,1,1,1.1439418521643197,5,0,0,0,0,0,1,0,9
171.0,8.0,0,2.73,56525.0,42256.0,0,0,1.337679856115108,9,0,1,0,0,0,0,0,14
166.0,14.6,0,2.36,65188.0,54088.0,1,0,1.2052211211359267,10,0,0,0,0,1,0,0,16
171.5,16.6,0,2.55,25906.0,19543.0,0,0,1.325589725221307,5,0,0,0,0,0,1,0,8
146.0,16.6,0,3.04,40243.0,19746.0,0,0,2.0380330193456904,7,0,0,0,0,0,1,0,8
171.5,16.4,0,1.16,42965.0,38411.0,0,0,1.118559787560855,9,0,0,0,0,0,0,1,5
124.0,40.0,0,2.82,47354.0,33828.0,0,0,1.3998462811871821,6,0,0,0,0,0,1,0,3
186.0,29.0,0,3.13,44147.0,30676.0,0,1,1.439138088407876,3,1,0,0,0,0,0,0,2
194.0,23.8,0,1.64,37616.0,24143.0,0,0,1.5580499523671458,5,0,1,0,0,0,0,0,18
171.5,34.1,0,3.06,27261.0,23164.0,0,0,1.1768692799171128,7,0,1,0,0,0,0,0,19
197.0,34.2,0,2.82,28932.0,24121.0,0,0,1.1994527590066746,7,0,0,0,1,0,0,0,19
100.0,33.9,0,2.38,42743.0,30168.0,1,0,1.4168324051975603,8,0,0,0,0,0,1,0,17
185.0,3.8,0,3.08,16816.0,9221.0,0,0,1.82366337707407,12,0,0,1,0,0,0,0,13
171.5,17.0,0,1.37,54509.0,30676.0,0,0,1.7769265875603077,4,0,0,0,0,0,1,0,14
186.0,16.3,1,2.82,67341.0,56093.0,0,1,1.2005241295705347,5,0,0,0,1,0,0,0,0
171.5,12.6,0,1.76,45788.0,30676.0,1,0,1.4926326770113443,10,0,1,0,0,0,0,0,2
107.0,16.6,0,1.55,55542.0,48127.0,0,0,1.1540715191056996,11,1,0,0,0,0,0,0,16
257.0,1.9,1,2.82,36587.0,27502.0,0,1,1.3303396116646062,12,0,0,0,0,0,1,0,2
131.0,31.9,0,2.47,41081.0,34153.0,0,0,1.2028518724562995,7,0,0,1,0,0,0,0,15
115.0,19.5,0,2.49,14740.0,10663.0,0,0,1.3823501828753635,3,0,0,1,0,0,0,0,13
190.0,10.5,0,4.26,40243.0,25490.0,1,0,1.5787759905845429,3,0,0,0,0,1,0,0,12
195.0,39.4,0,3.21,39160.0,30547.0,0,0,1.2819589485055816,6,0,0,0,0,0,0,1,11
140.0,20.9,0,2.23,36691.0,30676.0,1,1,1.1960816273308124,3,1,0,0,0,0,0,0,11
168.0,23.5,0,2.59,57980.0,47636.0,0,0,1.2171466957763037,3,1,0,0,0,0,0,0,16
225.0,19.9,0,2.1,13027.0,9900.0,0,0,1.3158585858585858,5,0,0,0,0,0,0,1,13
171.5,24.0,0,2.72,40902.0,32911.0,0,0,1.242806356537328,5,0,0,0,0,0,0,1,9
171.5,27.1,0,7.64,40243.0,10768.0,0,1,3.737277117384844,3,0,0,1,0,0,0,0,13
131.0,29.9,0,3.52,38035.0,29996.0,0,1,1.2680024003200427,6,0,0,0,0,1,0,0,10
324.0,10.3,0,2.82,48958.0,30676.0,0,1,1.5959707914982397,3,0,0,1,0,0,0,0,15
163.0,12.1,0,2.11,16672.0,9836.0,0,0,1.694997966653111,10,0,0,0,0,0,0,1,13
335.0,0.3,1,10.19,40243.0,48739.0,0,1,0.8256837440242927,1,0,0,0,1,0,0,0,14
144.0,-12.5,1,2.92,36002.0,28087.0,0,0,1.2818029693452486,12,0,1,0,0,0,0,0,2
277.0,27.7,0,4.46,81308.0,57725.0,0,0,1.4085404937202253,6,0,0,1,0,0,0,0,0
89.0,11.6,0,1.58,40243.0,45569.0,1,0,0.8831222980535013,5,0,0,0,0,1,0,0,16
192.0,25.9,0,2.82,36900.0,30676.0,0,1,1.2028947711566045,3,0,0,0,0,0,1,0,18
185.0,21.7,0,3.36,41912.0,30676.0,1,0,1.3662798278784718,4,1,0,0,0,0,0,0,11
129.0,27.8,0,2.89,55846.0,34269.0,0,0,1.6296361142723745,7,0,0,1,0,0,0,0,5
256.0,29.5,0,3.19,40243.0,31946.0,0,0,1.2597195267013084,8,0,0,0,1,0,0,0,17
81.0,41.9,0,1.93,40243.0,40934.0,0,0,0.9831191674402697,6,0,0,0,0,0,1,0,5
181.0,26.1,0,4.3,34543.0,29099.0,0,1,1.187085466854531,3,1,0,0,0,0,0,0,17
158.0,34.2,0,3.43,37187.0,30070.0,1,1,1.2366810774858663,7,1,0,0,0,0,0,0,1
185.0,26.1,0,4.69,32256.0,27150.0,1,0,1.1880662983425414,10,0,0,0,0,0,1,0,18
249.0,17.5,0,4.96,39645.0,32448.0,0,1,1.2218010355029585,11,0,0,0,0,0,1,0,3
171.5,9.6,0,4.82,33583.0,30676.0,1,1,1.0947646368496544,3,0,1,0,0,0,0,0,10
155.0,28.7,0,2.68,40214.0,30198.0,0,0,1.3316775945426849,8,0,0,0,0,0,0,1,10
